Accuracy,Precision,Recall,Time,Depth,Algorithm
0.62,0.47684343434343435,0.6666666666666667,0.0005340337753295899,1,Sklearn
0.6133333333333333,0.4694360269360269,0.6599999999999999,0.015340828895568847,1,Mine
0.5799999999999998,0.455446127946128,0.6666666666666667,0.00044612884521484376,1,Sklearn
0.5799999999999998,0.45137205387205387,0.6666666666666667,0.017029595375061036,1,Mine
0.6066666666666667,0.4691702741702741,0.6666666666666667,0.0004782676696777344,1,Sklearn
0.6066666666666667,0.4650962000962002,0.6666666666666667,0.014383721351623534,1,Mine
0.62,0.4727308802308802,0.6666666666666667,0.0004475116729736328,1,Sklearn
0.6133333333333333,0.4653234728234728,0.6599999999999999,0.014138936996459961,1,Mine
0.6133333333333334,0.4705848780848781,0.6666666666666667,0.0004483938217163086,1,Sklearn
0.6133333333333334,0.465433362933363,0.6666666666666667,0.013795423507690429,1,Mine
0.6266666666666667,0.47912578162578157,0.6666666666666667,0.00044977664947509766,1,Sklearn
0.6266666666666667,0.47505170755170767,0.6666666666666667,0.014241862297058105,1,Mine
0.5866666666666667,0.4609343434343435,0.6666666666666667,0.0005081653594970703,1,Sklearn
0.5800000000000001,0.45241582491582494,0.65,0.019789695739746094,1,Mine
0.5733333333333335,0.45245374995375,0.6666666666666667,0.000488734245300293,1,Sklearn
0.5666666666666667,0.4423527398527399,0.6599999999999999,0.014279317855834962,1,Mine
0.5866666666666666,0.4571055796055797,0.6666666666666667,0.00042173862457275393,1,Sklearn
0.5866666666666666,0.4513480038480039,0.6666666666666667,0.013829827308654785,1,Mine
0.6066666666666666,0.4671943796943797,0.6666666666666667,0.00044875144958496095,1,Sklearn
0.5999999999999999,0.45734589484589494,0.6611111111111111,0.013821864128112793,1,Mine
0.5466666666666666,0.44038720538720544,0.6666666666666667,0.0005013465881347657,1,Sklearn
0.5466666666666666,0.43462962962962964,0.6666666666666667,0.014060473442077637,1,Mine
0.5866666666666667,0.4612785362785363,0.6666666666666667,0.0004904985427856446,1,Sklearn
0.5866666666666667,0.45582399082399083,0.6666666666666667,0.017101240158081055,1,Mine
0.6,0.4658391608391609,0.6666666666666667,0.00046133995056152344,1,Sklearn
0.5933333333333334,0.45876244126244126,0.6583333333333334,0.014083433151245116,1,Mine
0.5533333333333332,0.44057239057239056,0.6666666666666667,0.00037446022033691404,1,Sklearn
0.5533333333333332,0.43324915824915833,0.6666666666666667,0.01518251895904541,1,Mine
0.58,0.45776806526806524,0.6666666666666667,0.0004943370819091797,1,Sklearn
0.58,0.44729797979797975,0.6666666666666667,0.014635372161865234,1,Mine
0.5999999999999999,0.4660774410774411,0.6666666666666667,0.00045020580291748046,1,Sklearn
0.5933333333333333,0.4575925925925926,0.6599999999999999,0.014334344863891601,1,Mine
0.5733333333333334,0.4517612017612017,0.6666666666666667,0.00039649009704589844,1,Sklearn
0.5733333333333334,0.44818977318977316,0.6666666666666667,0.0141326904296875,1,Mine
0.5666666666666667,0.4486123136123136,0.6666666666666667,0.0003451108932495117,1,Sklearn
0.5666666666666667,0.44315776815776814,0.6666666666666667,0.014086580276489258,1,Mine
0.5466666666666666,0.43781144781144776,0.6666666666666667,0.00044493675231933595,1,Sklearn
0.5466666666666666,0.43023569023569025,0.6666666666666667,0.013991427421569825,1,Mine
0.5866666666666667,0.45836441336441325,0.6666666666666667,0.00039269924163818357,1,Sklearn
0.5866666666666667,0.4559834609834609,0.6666666666666667,0.014238405227661132,1,Mine
0.9466666666666667,0.946031746031746,0.9523544973544972,0.00045123100280761717,2,Sklearn
0.9400000000000001,0.9423280423280422,0.9440211640211638,0.017364072799682616,2,Mine
0.9400000000000001,0.9357142857142856,0.9357936507936507,0.00044596195220947266,2,Sklearn
0.9333333333333333,0.9301587301587301,0.9274603174603173,0.01701517105102539,2,Mine
0.9400000000000001,0.9374074074074074,0.9394444444444444,0.0005059480667114258,2,Sklearn
0.9333333333333333,0.9307407407407406,0.9327777777777777,0.018707942962646485,2,Mine
0.9466666666666667,0.9533333333333334,0.9438095238095239,0.00048792362213134766,2,Sklearn
0.9400000000000001,0.9466666666666667,0.9390476190476191,0.022263002395629884,2,Mine
0.9400000000000001,0.9457142857142857,0.9404761904761904,0.0002970695495605469,2,Sklearn
0.9333333333333333,0.9346031746031747,0.9357142857142856,0.017408585548400878,2,Mine
0.9199999999999999,0.9255555555555557,0.9374603174603175,0.0003622770309448242,2,Sklearn
0.9133333333333333,0.9207936507936509,0.931904761904762,0.016777777671813966,2,Mine
0.9466666666666667,0.9524603174603176,0.9416666666666668,0.0004019975662231445,2,Sklearn
